Full Text,Author,Creation Time,Hashtags,text,is_road_closure
"The smell of smoke pervades the air... #Fire #LAFire #LALife #ForestFire @Sherman Oaks, California https://www.instagram.com/p/BqBI6KZHzAa/?utm_source=ig_twitter_share&igshid=1k4czqtt6asej …",StageName2Come,Sat Nov 10 23:12:01 +0000 2018,#Fire #LAFire #LALife #ForestFire,the smell of smoke pervades the air #fire #lafire #lalife #forestfire oak california http www instagram com p bqbi6kzhzaa utm source ig twitter share igshid 1k4czqtt6asej,0
"Fire is behind borderlinebar heading to us. My husband is on top of our garage hosing everything down. #thousandoaks #venturacountyfire @Thousand Oaks, California https://www.instagram.com/p/BqBIioYAjO6/?utm_source=ig_twitter_share&igshid=168o5tx3lqrh6 …",sarahsilikula,Sat Nov 10 23:10:51 +0000 2018,#thousandoaks #venturacountyfire,fire is behind borderlinebar heading to u my husband is on top of our garage hosing everything down #thousandoaks #venturacountyfire oak california http www instagram com p bqbiioyajo6 utm source ig twitter share igshid 168o5tx3lqrh6,0
This morning in Playa Del Rey the smoke from all those fires it was so hard to breeze . My heart goes out to those who lost their homes and possessions #lafire #fires #playadelrey… https://www.instagram.com/p/BqBH1E_hHDs/?utm_source=ig_twitter_share&igshid=5qcj4n0z4yuk …,Terryilous,Sat Nov 10 23:08:31 +0000 2018,#lafire #fires #playadelrey,this morning in playa del rey the smoke from all those fire it wa so hard to breeze my heart go out to those who lost their home and possession #lafire #fires #playadelrey http www instagram com p bqbh1e hhds utm source ig twitter share igshid 5qcj4n0z4yuk,0
"Sending love and prayers to those effected by the fires #Prayers #Love #Goodenergy #LA #Peace @Venice Beach Bordwalk, CA https://www.instagram.com/p/BqBIbohlV2P/?utm_source=ig_twitter_share&igshid=1gnd4idkfa5lz …",MareeVva,Sat Nov 10 23:08:14 +0000 2018,#Prayers #Love #Goodenergy #LA #Peace,sending love and prayer to those effected by the fire #prayers #love #goodenergy #la #peace beach bordwalk ca http www instagram com p bqbibohlv2p utm source ig twitter share igshid 1gnd4idkfa5lz,0
"En el este de Los Ángeles, fábrica arde en llamas los bomberos trabajando arduamente #news #dtla #fire #firefighter en Los Angeles, California https://www.instagram.com/p/BqBIdjXBm4a/?utm_source=ig_twitter_share&igshid=1povpz95pzayz …",EydeeRiveraNews,Sat Nov 10 23:08:08 +0000 2018,#news #dtla #fire #firefighter,en el este de los ngeles f brica arde en llama los bomberos trabajando arduamente #news #dtla #fire #firefighter en los angeles california http www instagram com p bqbidjxbm4a utm source ig twitter share igshid 1povpz95pzayz,0
It's been sunset since noon. Roz says a fire officer came to get two #Sbux #travelers to take by boat to #lifeguards caring for #horses on #Zumabeach #strangetimes #santamonica #malibufire… https://www.instagram.com/p/BqBILCCBQfn/?utm_source=ig_twitter_share&igshid=3uu83n24lpaa …,AnneLinstatter,Sat Nov 10 23:05:34 +0000 2018,#Sbux #travelers #lifeguards #horses #Zumabeach #strangetimes #santamonica #malibufire,it s been sunset since noon roz say a fire officer came to get two #sbux #travelers to take by boat to #lifeguards caring for #horses on #zumabeach #strangetimes #santamonica #malibufire http www instagram com p bqbilccbqfn utm source ig twitter share igshid 3uu83n24lpaa,0
"Fire in the sky. @Santa Monica, California https://www.instagram.com/p/BqBH_MlAmwl/?utm_source=ig_twitter_share&igshid=10kgal3rrtxq4 …",leesacks,Sat Nov 10 23:03:56 +0000 2018,,fire in the sky monica california http www instagram com p bqbh mlamwl utm source ig twitter share igshid 10kgal3rrtxq4,0
"Fire in the sky... and up close... @Los Angeles, California https://www.instagram.com/p/BqBHk9-nGl2/?utm_source=ig_twitter_share&igshid=psztaczxmzee …",zakster90,Sat Nov 10 23:00:21 +0000 2018,,fire in the sky and up close angeles california http www instagram com p bqbhk9 ngl2 utm source ig twitter share igshid psztaczxmzee,0
weird #la #fires #sunset #sunsets #venicebeach #marinadelrey #losangeles #hollywood #california #marinadeley @tinaeatsdrinks #c4jforever #nakedauthor #jasonwilliammitchiner… https://www.instagram.com/p/BqBHVncAzRH/?utm_source=ig_twitter_share&igshid=ymiapqbpulat …,nakedauthor,Sat Nov 10 22:59:45 +0000 2018,#la #fires #sunset #sunsets #venicebeach #marinadelrey #losangeles #hollywood #california #marinadeley #c4jforever #nakedauthor #jasonwilliammitchiner,weird #la #fires #sunset #sunsets #venicebeach #marinadelrey #losangeles #hollywood #california #marinadeley #c4jforever #nakedauthor #jasonwilliammitchiner http www instagram com p bqbhvncazrh utm source ig twitter share igshid ymiapqbpulat,0
"Fire smoke reached Sunset Blvd and blacked out the sun. @West Hollywood, California https://www.instagram.com/p/BqBHXLWnW5a/?utm_source=ig_twitter_share&igshid=z3pugfpizwr1 …",DM_Pratt,Sat Nov 10 22:58:30 +0000 2018,,fire smoke reached sunset blvd and blacked out the sun hollywood california http www instagram com p bqbhxlwnw5a utm source ig twitter share igshid z3pugfpizwr1,0
"Yesterday today. #santamonica #climatechange #woolseyfire #fire #la #ventura #bushfire #malibufire #malibu #instagram #hillfire #destruction #smoke #airquality @Santa Monica,… https://www.instagram.com/p/BqBG_otBfD1/?utm_source=ig_twitter_share&igshid=111yd8hmvo3pn …",Boltfinger,Sat Nov 10 22:56:18 +0000 2018,#santamonica #climatechange #woolseyfire #fire #la #ventura #bushfire #malibufire #malibu #instagram #hillfire #destruction #smoke #airquality,yesterday today #santamonica #climatechange #woolseyfire #fire #la #ventura #bushfire #malibufire #malibu #instagram #hillfire #destruction #smoke #airquality monica http www instagram com p bqbg otbfd1 utm source ig twitter share igshid 111yd8hmvo3pn,0
"I am so incredibly GRATEFUL for these brave #firefighters risking their lives battling these horrible fires in #California to ensure safety for us, our property & the animals. May God… https://www.instagram.com/p/BqBG4veluZt/?utm_source=ig_twitter_share&igshid=1pxppyl5awkah …",singleserving,Sat Nov 10 22:54:43 +0000 2018,#firefighters #California,i am so incredibly grateful for these brave #firefighters risking their life battling these horrible fire in #california to ensure safety for u our property the animal may god http www instagram com p bqbg4veluzt utm source ig twitter share igshid 1pxppyl5awkah,0
"""And everywhere, no one cares/ The fire is spreading/ No one wants to speak about it/ Down in the hole/ Jesus tries to crack a smile/ Beneath another shovel load/"" - chriscornellofficial… https://www.instagram.com/p/BqBGm-WFc8b/?utm_source=ig_twitter_share&igshid=1xhp0pdfhf1sm …",IvanRott,Sat Nov 10 22:53:54 +0000 2018,,and everywhere no one care the fire is spreading no one want to speak about it down in the hole jesus try to crack a smile beneath another shovel load chriscornellofficial http www instagram com p bqbgm wfc8b utm source ig twitter share igshid 1xhp0pdfhf1sm,0
"For those who are not in the LA area, this shows where the hot spots are currently in the area. We live where I marked with green. We are safe but you can see how extensive these fires… https://www.instagram.com/p/BqBGfCsAV1I/?utm_source=ig_twitter_share&igshid=yhffu2rou5jh …",justyourtypemkt,Sat Nov 10 22:53:23 +0000 2018,,for those who are not in the la area this show where the hot spot are currently in the area we live where i marked with green we are safe but you can see how extensive these fire http www instagram com p bqbgfcsav1i utm source ig twitter share igshid yhffu2rou5jh,0
"When the smoke from the fires reach Long Beach. #californiafires @Long Beach, California https://www.instagram.com/p/BqBGqy3HKkjvMwJoZruPauWoNkmTbzfsbkTMQ00/?utm_source=ig_twitter_share&igshid=11kgmc7jsvlpd …",MsPhoebeJane,Sat Nov 10 22:52:25 +0000 2018,#californiafires,when the smoke from the fire reach long beach #californiafires beach california http www instagram com p bqbgqy3hkkjvmwjozrupauwonkmtbzfsbktmq00 utm source ig twitter share igshid 11kgmc7jsvlpd,0
"Outside right now. #thousandoaks #fires #venturacounty #venturacountyfire @Thousand Oaks, California https://www.instagram.com/p/BqBGkD5ghWU/?utm_source=ig_twitter_share&igshid=1s73v7lgddjii …",sarahsilikula,Sat Nov 10 22:52:23 +0000 2018,#thousandoaks #fires #venturacounty #venturacountyfire,outside right now #thousandoaks #fires #venturacounty #venturacountyfire oak california http www instagram com p bqbgkd5ghwu utm source ig twitter share igshid 1s73v7lgddjii,0
The #woolseyfire won’t arrive to #westhollywood but it’s visible. You can smell the fire and there are ashes everywhere. Sad weekend in #socal #weho #californiafires #fires… https://www.instagram.com/p/BqBGTg2FLWm/?utm_source=ig_twitter_share&igshid=qqlt9knmlgv8 …,josepopinion,Sat Nov 10 22:51:22 +0000 2018,#woolseyfire #westhollywood #socal #weho #californiafires #fires,the #woolseyfire won t arrive to #westhollywood but it s visible you can smell the fire and there are ash everywhere sad weekend in #socal #weho #californiafires #fires http www instagram com p bqbgtg2flwm utm source ig twitter share igshid qqlt9knmlgv8,0
Sending my prayers out to all the families and homes affected by the fires..... it’s a gloomy day but we are so grateful for all of the firefighters and first responders #californialove… https://www.instagram.com/p/BqBGSH9Ha0a/?utm_source=ig_twitter_share&igshid=17daj54kzvbfi …,camrynrocks,Sat Nov 10 22:49:07 +0000 2018,#californialove,sending my prayer out to all the family and home affected by the fire it s a gloomy day but we are so grateful for all of the firefighter and first responder #californialove http www instagram com p bqbgsh9ha0a utm source ig twitter share igshid 17daj54kzvbfi,0
The sky and water are a soft lavender and orange hue right now. #santamonica #climatechange #woolseyfire #fire #la #ventura #bushfire #malibufire #malibu #instagram #hillfire… https://www.instagram.com/p/BqBGSCGhhMl/?utm_source=ig_twitter_share&igshid=162qlogu4o7o …,Boltfinger,Sat Nov 10 22:49:03 +0000 2018,#santamonica #climatechange #woolseyfire #fire #la #ventura #bushfire #malibufire #malibu #instagram #hillfire,the sky and water are a soft lavender and orange hue right now #santamonica #climatechange #woolseyfire #fire #la #ventura #bushfire #malibufire #malibu #instagram #hillfire http www instagram com p bqbgscghhml utm source ig twitter share igshid 162qlogu4o7o,0
So many people have been affected by the fires. Went for a 2.5hr walk today in an effort to not add short distance car pollution • Ended up with a smoke headache • Which is nothing in… https://www.instagram.com/p/BqBF__GnX3Y/?utm_source=ig_twitter_share&igshid=jv25v2bz6giy …,hautebody,Sat Nov 10 22:46:58 +0000 2018,,so many people have been affected by the fire went for a 2 5hr walk today in an effort to not add short distance car pollution ended up with a smoke headache which is nothing in http www instagram com p bqbf gnx3y utm source ig twitter share igshid jv25v2bz6giy,0
"Wow. This is a repost from my friend @therealjonsmith evacuating the Malibu fires. He’s yet to find out if his home & studio are still standing. Between the shootings, the fires, friends… https://www.instagram.com/p/BqBFGuFhXQA/?utm_source=ig_twitter_share&igshid=qydun0ypnyoa …",yoLeslieAustin,Sat Nov 10 22:42:11 +0000 2018,,wow this is a repost from my friend evacuating the malibu fire he s yet to find out if his home studio are still standing between the shooting the fire friend http www instagram com p bqbfgufhxqa utm source ig twitter share igshid qydun0ypnyoa,0
"My heart and prayers go out to all the families and firefighters and animals who have been directly affected by the fires @Venice, California https://www.instagram.com/p/BqBFSsqg0YR/?utm_source=ig_twitter_share&igshid=1m1yxi7hdcmeu …",JoelShearer,Sat Nov 10 22:40:23 +0000 2018,,my heart and prayer go out to all the family and firefighter and animal who have been directly affected by the fire california http www instagram com p bqbfssqg0yr utm source ig twitter share igshid 1m1yxi7hdcmeu,0
Prayers going out to my friends in time of chaos. Fires continue to burn in Northern California and my neighbors in Malibu. Please be safe and God Bless ... #paradise #northerncalifornia… https://www.instagram.com/p/BqBES3Xnj0I/?utm_source=ig_twitter_share&igshid=1989ot7j44pae …,hugeericdilauro,Sat Nov 10 22:31:43 +0000 2018,#paradise #northerncalifornia,prayer going out to my friend in time of chaos fire continue to burn in northern california and my neighbor in malibu please be safe and god bless #paradise #northerncalifornia http www instagram com p bqbes3xnj0i utm source ig twitter share igshid 1989ot7j44pae,0
"How I feel about @realdonaldtrump’s recent tweet concerning the fire. (Swipe right to see #NotMyPresident’s post.) What we need right now is compassion, support and prayers... not threats… https://www.instagram.com/p/BqBDzisnFyE/?utm_source=ig_twitter_share&igshid=1d4d7vpogkg6q …",LaurenRaeLevy,Sat Nov 10 22:30:32 +0000 2018,#NotMyPresident,how i feel about s recent tweet concerning the fire swipe right to see #notmypresident s post what we need right now is compassion support and prayer not threat http www instagram com p bqbdzisnfye utm source ig twitter share igshid 1d4d7vpogkg6q,0
Malibu fire smoke making its way to Manhattan Beach. The gray line on horizon above the white line is smoke. It’s also making our sun look really crazy. Feeling… https://www.instagram.com/p/BqBEIxNnxM3MfI-Byq7_P8QlTH3n_l8UO0K20E0/?utm_source=ig_twitter_share&igshid=r9k7w49eextw …,amynbush,Sat Nov 10 22:30:17 +0000 2018,,malibu fire smoke making it way to manhattan beach the gray line on horizon above the white line is smoke it s also making our sun look really crazy feeling http www instagram com p bqbeixnnxm3mfi byq7 p8qlth3n l8uo0k20e0 utm source ig twitter share igshid r9k7w49eextw,0
"Sitting with my window open smelling the burning going only a few miles away. My eyes are itchy, friends are getting evacuated. I have had many fires over the last 20 yrs in Los Angeles but… https://www.instagram.com/p/BqBD_yJB695/?utm_source=ig_twitter_share&igshid=4fspouazkli …",barmanrollich,Sat Nov 10 22:29:04 +0000 2018,,sitting with my window open smelling the burning going only a few mile away my eye are itchy friend are getting evacuated i have had many fire over the last 20 yr in los angeles but http www instagram com p bqbd yjb695 utm source ig twitter share igshid 4fspouazkli,0
That’s not weather. Please pray for and do whatever you can to help the thousands of lives affected by the fires in Southern & Northern California. #California #LosAngeles @LAX https://www.instagram.com/p/BqBDZ5OgQHC/?utm_source=ig_twitter_share&igshid=1lcn6xuk77r83 …,NelsMan6,Sat Nov 10 22:28:58 +0000 2018,#California #LosAngeles,that s not weather please pray for and do whatever you can to help the thousand of life affected by the fire in southern northern california #california #losangeles http www instagram com p bqbdz5ogqhc utm source ig twitter share igshid 1lcn6xuk77r83,0
Even if Santa Monica smell the smoke from Fires we are still here.We locate on the Route 66 sign next to info kiosk! #coffee #smoothies #gyros #firesmoke #firefightersareheroes… https://www.instagram.com/p/BqBD7BQACgq/?utm_source=ig_twitter_share&igshid=1cbi990ki9194 …,KalamakiL,Sat Nov 10 22:28:27 +0000 2018,#coffee #smoothies #gyros #firesmoke #firefightersareheroes,even if santa monica smell the smoke from fire we are still here we locate on the route 66 sign next to info kiosk #coffee #smoothies #gyros #firesmoke #firefightersareheroes http www instagram com p bqbd7bqacgq utm source ig twitter share igshid 1cbi990ki9194,0
"Two photos. Yesterday looking up at #Malibu. Today #fires and road closures. #perspective. @Los Angeles, California https://www.instagram.com/p/BqBDgimn01h/?utm_source=ig_twitter_share&igshid=1conjnq1pl794 …",KLKruper,Sat Nov 10 22:24:53 +0000 2018,#Malibu #fires #perspective,two photo yesterday looking up at #malibu today #fires and road closure #perspective angeles california http www instagram com p bqbdgimn01h utm source ig twitter share igshid 1conjnq1pl794,1
"I have seen it all!!!! a “firenado”? My family and I are safe, but I am educating myself on this region’s natural disasters!!! From NOLA hurricanes to STL tornados to CALI fire… https://www.instagram.com/p/BqBBmWuFEtd/?utm_source=ig_twitter_share&igshid=16noxrpyv4q0f …",FitFyneFabulous,Sat Nov 10 22:11:35 +0000 2018,,i have seen it all a firenado my family and i are safe but i am educating myself on this region s natural disaster from nola hurricane to stl tornado to cali fire http www instagram com p bqbbmwufetd utm source ig twitter share igshid 16noxrpyv4q0f,0
"I can smell the fire, I don’t want no smoke tho’",MrTramueL,Sat Nov 10 22:10:57 +0000 2018,,i can smell the fire i don t want no smoke tho,0
Currently the city of Santa Monica is experiencing a great deal of smoke from the fires. @southcoastaqmd shows the air-quality in Los Angeles as unhealthy for at risk individuals.… https://www.instagram.com/smfms/p/BqBBxvxBwyc/?utm_source=ig_twitter_share&igshid=e1sixdp8um45 …,smfms,Sat Nov 10 22:09:41 +0000 2018,,currently the city of santa monica is experiencing a great deal of smoke from the fire show the air quality in los angeles a unhealthy for at risk individual http www instagram com smfms p bqbbxvxbwyc utm source ig twitter share igshid e1sixdp8um45,0
"Happy 100th Veterans Day! Thank you for all of your service. Also recognizing police, fire and EMS who help keep our communities safe even as we speak on the… https://www.instagram.com/p/BqBBqcjg85O_KoDZPvdJH5wuEpgQtPxTAu7QnI0/?utm_source=ig_twitter_share&igshid=7lgxeljz3ewz …",jeffwdavies,Sat Nov 10 22:08:45 +0000 2018,,happy 100th veteran day thank you for all of your service also recognizing police fire and em who help keep our community safe even a we speak on the http www instagram com p bqbbqcjg85o kodzpvdjh5wuepgqtpxtau7qni0 utm source ig twitter share igshid 7lgxeljz3ewz,0
2018 day 313 - fire on the mountain - this is from Friday at 5:23 PM view from Venice pier beach #woolseyfire #venice #venicepier #venicebeach #veniceboardwalk #losangeles… https://www.instagram.com/p/BqBA1mZBNd2/?utm_source=ig_twitter_share&igshid=ogwrufr7iu7o …,dankmedia,Sat Nov 10 22:01:28 +0000 2018,#woolseyfire #venice #venicepier #venicebeach #veniceboardwalk #losangeles,2018 day 313 fire on the mountain this is from friday at 5 23 pm view from venice pier beach #woolseyfire #venice #venicepier #venicebeach #veniceboardwalk #losangeles http www instagram com p bqba1mzbnd2 utm source ig twitter share igshid ogwrufr7iu7o,0
"Thank God for these brave men and women who risk everyday fighting fires! We should remember how dangerous this really is. Here, Malibu, everywhere. Thank you. #firemen #firewomen #fires… https://www.instagram.com/p/BqBAVbEgd1C/?utm_source=ig_twitter_share&igshid=6m7u89igtdze …",sscotrone,Sat Nov 10 21:57:34 +0000 2018,#firemen #firewomen #fires,thank god for these brave men and woman who risk everyday fighting fire we should remember how dangerous this really is here malibu everywhere thank you #firemen #firewomen #fires http www instagram com p bqbavbegd1c utm source ig twitter share igshid 6m7u89igtdze,0
"Standing in my driveway looking West toward #Malibu I’m in #MarVista approx 15 miles from Pepperdine and #Fire I believe. The air is thick, smokey and Grey Feeling #Heartbroken for… https://www.instagram.com/p/BqBAWN3gOKh/?utm_source=ig_twitter_share&igshid=16b7pouhzmhce …",NiliHudson,Sat Nov 10 21:57:10 +0000 2018,#Malibu #MarVista #Fire #Heartbroken,standing in my driveway looking west toward #malibu i m in #marvista approx 15 mile from pepperdine and #fire i believe the air is thick smokey and grey feeling #heartbroken for http www instagram com p bqbawn3gokh utm source ig twitter share igshid 16b7pouhzmhce,0
Okay #vegas I am coming back for ya! LA it's been short and real and I am praying for all those dealing with the fires... smoke is everywhere. If you're in Las Vegas tonight hope to see… https://www.instagram.com/p/BqA_9MTA5YR/?utm_source=ig_twitter_share&igshid=njyczd3c24qb …,MurraySawChuck,Sat Nov 10 21:54:28 +0000 2018,#vegas,okay #vegas i am coming back for ya la it s been short and real and i am praying for all those dealing with the fire smoke is everywhere if you re in la vega tonight hope to see http www instagram com p bqa 9mta5yr utm source ig twitter share igshid njyczd3c24qb,0
"Friends: @jtchestnut & I are going to be visiting as many fire stations as possible in West LA on Tuesday to thank them and distribute water, Gatorade, coffee, food & snacks etc! J.T. did… https://www.instagram.com/p/BqA_Oxcl7dV/?utm_source=ig_twitter_share&igshid=1po66v8asnvg2 …",Katie_Blonde007,Sat Nov 10 21:53:41 +0000 2018,,friend i are going to be visiting a many fire station a possible in west la on tuesday to thank them and distribute water gatorade coffee food snack etc j t did http www instagram com p bqa oxcl7dv utm source ig twitter share igshid 1po66v8asnvg2,0
The devastating fire that wiped out the Santa Monica Mountains behind me that i so love to hike and run thru. So close to burning our neighborhood down im… https://www.instagram.com/p/BqA_lQyHwKu0Hmomhe9Sacol3Kal8V12S6LL000/?utm_source=ig_twitter_share&igshid=1244slx2s8lyc …,Tami_Ravsten,Sat Nov 10 21:52:59 +0000 2018,,the devastating fire that wiped out the santa monica mountain behind me that i so love to hike and run thru so close to burning our neighborhood down im http www instagram com p bqa lqyhwku0hmomhe9sacol3kal8v12s6ll000 utm source ig twitter share igshid 1244slx2s8lyc,0
These fires are crazy!!! Pray for socal #socal #socalfires #socalfire #westhillsfire #wildfire #wildfires #malibu #malibufire #fires #fire #woodlandhills #woodlandhillsfire… https://www.instagram.com/p/BqA_uI0nmMl/?utm_source=ig_twitter_share&igshid=qlw5vx9gve92 …,dice_the_barber,Sat Nov 10 21:51:47 +0000 2018,#socal #socalfires #socalfire #westhillsfire #wildfire #wildfires #malibu #malibufire #fires #fire #woodlandhills #woodlandhillsfire,these fire are crazy pray for socal #socal #socalfires #socalfire #westhillsfire #wildfire #wildfires #malibu #malibufire #fires #fire #woodlandhills #woodlandhillsfire http www instagram com p bqa ui0nmml utm source ig twitter share igshid qlw5vx9gve92,0
"Sheldon Reynolds Formerly of Earth Wind & Fire sings ""September"". Jesse Moore, Aljess Bernardo and Sydney Colston/Sydney Colston on the Wish Bus USA. Thank you to Aljess and Team… https://www.instagram.com/p/BqA_Y-eHHKo/?utm_source=ig_twitter_share&igshid=nrdmjln0mck3 …",AAHBigDawg,Sat Nov 10 21:49:33 +0000 2018,,sheldon reynolds formerly of earth wind fire sings september jesse moore aljess bernardo and sydney colston sydney colston on the wish bus usa thank you to aljess and team http www instagram com p bqa y ehhko utm source ig twitter share igshid nrdmjln0mck3,0
"Please pray for friends and families that are displaced and on the verge of losing their homes (or have already lost their homes). These fires are awful. Lord, hear our prayers. #LA… https://www.instagram.com/p/BqA-ixXnOvn/?utm_source=ig_twitter_share&igshid=1h1l45bm7bu40 …",jasonheppner,Sat Nov 10 21:41:59 +0000 2018,#LA,please pray for friend and family that are displaced and on the verge of losing their home or have already lost their home these fire are awful lord hear our prayer #la http www instagram com p bqa ixxnovn utm source ig twitter share igshid 1h1l45bm7bu40,0
"My heart goes out to everyone escaping the Californian fires. Sending love & hope to all those who have leave their homes. #prayforcalifornia #repost @RSDN_LosAngeles @Malibu, California https://www.instagram.com/p/BqA9yKogwqp/?utm_source=ig_twitter_share&igshid=m0suyt8aayo7 …",AndreaHausmann,Sat Nov 10 21:34:48 +0000 2018,#prayforcalifornia #repost,my heart go out to everyone escaping the californian fire sending love hope to all those who have leave their home #prayforcalifornia #repost california http www instagram com p bqa9ykogwqp utm source ig twitter share igshid m0suyt8aayo7,0
"The Red Cross, visit http://RedCross.org , call 1-800-RED-CROSS, or text REDCROSS to 90999 to make an automatic $10 donation. - The California Fire Foundation is a nonprofit that is distributing… https://www.instagram.com/p/BqA8_VKHQWL/?utm_source=ig_twitter_share&igshid=1ltbcokzydfsc …",OneLittleDuff,Sat Nov 10 21:33:20 +0000 2018,,the red cross visit http redcross org call 1 800 red cross or text redcross to 90999 to make an automatic 10 donation the california fire foundation is a nonprofit that is distributing http www instagram com p bqa8 vkhqwl utm source ig twitter share igshid 1ltbcokzydfsc,0
The azure haze of smoke filling the air of Los Angeles as wildfires cover Malibu. . . #smoke #losangeles #hollywood #venice #california #actor #beachlife #azure #haze #fire #fireman… https://www.instagram.com/p/BqA9lZEhjQE/?utm_source=ig_twitter_share&igshid=l5gpajqczsdi …,TheClayB,Sat Nov 10 21:33:15 +0000 2018,#smoke #losangeles #hollywood #venice #california #actor #beachlife #azure #haze #fire #fireman,the azure haze of smoke filling the air of los angeles a wildfire cover malibu #smoke #losangeles #hollywood #venice #california #actor #beachlife #azure #haze #fire #fireman http www instagram com p bqa9lzehjqe utm source ig twitter share igshid l5gpajqczsdi,0
"Heartbroken Praying for everyone in the path of these fires. The fire is 3 miles away from me and I'm hoping we wont have to evacuate. #prayer @Los Angeles, California https://www.instagram.com/p/BqA9dLbApWj/?utm_source=ig_twitter_share&igshid=1ne5c8a9edwqb …",WinkeeKrick,Sat Nov 10 21:32:05 +0000 2018,#prayer,heartbroken praying for everyone in the path of these fire the fire is 3 mile away from me and i m hoping we wont have to evacuate #prayer angeles california http www instagram com p bqa9dlbapwj utm source ig twitter share igshid 1ne5c8a9edwqb,0
"Oh, I'll be free. . Thinking of all those displaced and in the path of these terrible wild fires this weekend and unending thanks to the people working to contain them and keep us all… https://www.instagram.com/p/BqA84q5DwwL/?utm_source=ig_twitter_share&igshid=n3s7i1sxtxa3 …",MooShoesLA,Sat Nov 10 21:27:39 +0000 2018,,oh i ll be free thinking of all those displaced and in the path of these terrible wild fire this weekend and unending thanks to the people working to contain them and keep u all http www instagram com p bqa84q5dwwl utm source ig twitter share igshid n3s7i1sxtxa3,0
"@realdonaldtrump We’re currently on fire you fuckhead. Try being presidential, have some tact. @Sherman Oaks, California https://www.instagram.com/p/BqA7pwWAnTd/?utm_source=ig_twitter_share&igshid=vhwewaqh0wdn …",anthonymmarquez,Sat Nov 10 21:16:14 +0000 2018,,we re currently on fire you fuckhead try being presidential have some tact oak california http www instagram com p bqa7pwwantd utm source ig twitter share igshid vhwewaqh0wdn,0
Horses are a huge part of my family history and we love them dearly!!! You can help those who have been evacuated and in need of sanctuary because of the fires by donating to the Humane… https://www.instagram.com/p/BqA7j_WjPpF/?utm_source=ig_twitter_share&igshid=b8rjmuo90hpk …,rosandermusic,Sat Nov 10 21:15:32 +0000 2018,,horse are a huge part of my family history and we love them dearly you can help those who have been evacuated and in need of sanctuary because of the fire by donating to the humane http www instagram com p bqa7j wjppf utm source ig twitter share igshid b8rjmuo90hpk,0
Heading home after a successful recording session!! . . . The city a glow .... . . Glad i made it out of #LA the #fire almost had other plans ! Thankfully i made it through #Malibu… https://www.instagram.com/p/BqA7N0XloA7/?utm_source=ig_twitter_share&igshid=1acxbowhjp1p4 …,shmeakshmock,Sat Nov 10 21:13:13 +0000 2018,#LA #fire #Malibu,heading home after a successful recording session the city a glow glad i made it out of #la the #fire almost had other plan thankfully i made it through #malibu http www instagram com p bqa7n0xloa7 utm source ig twitter share igshid 1acxbowhjp1p4,0
"Decreasing air quality due to the fires. #fire #Malibu #malibufire #smoke #Wooselyfire @Santa Monica, California https://www.instagram.com/p/BqA7MhWBpHkXLqnVL4vM_uk6T5Q4iox0u9g92k0/?utm_source=ig_twitter_share&igshid=d2lzt03dnb05 …",smartin007,Sat Nov 10 21:12:15 +0000 2018,#fire #Malibu #malibufire #smoke #Wooselyfire,decreasing air quality due to the fire #fire #malibu #malibufire #smoke #wooselyfire monica california http www instagram com p bqa7mhwbphkxlqnvl4vm uk6t5q4iox0u9g92k0 utm source ig twitter share igshid d2lzt03dnb05,0
"Thoughts and prayers go out to the fire fighters and the people affected by the fires insane johncampbellmac1 #prayers #malibusburning #lafire @Malibu, California https://www.instagram.com/p/BqA5kwrnycX/?utm_source=ig_twitter_share&igshid=1hhkr3v0si801 …",JohnCampbellEst,Sat Nov 10 20:58:02 +0000 2018,#prayers #malibusburning #lafire,thought and prayer go out to the fire fighter and the people affected by the fire insane johncampbellmac1 #prayers #malibusburning #lafire california http www instagram com p bqa5kwrnycx utm source ig twitter share igshid 1hhkr3v0si801,0
"#Repost @wildhorsefdn ・・・ During these trying times in our community it’s the human spirit that never fails to prevail. Through fires, active shooters and loss of lives and homes, we can… https://www.instagram.com/p/BqA5QU1hP8I/?utm_source=ig_twitter_share&igshid=82y60j3262w2 …",OG_Goonster021,Sat Nov 10 20:55:15 +0000 2018,#Repost,#repost during these trying time in our community it s the human spirit that never fails to prevail through fire active shooter and loss of life and home we can http www instagram com p bqa5qu1hp8i utm source ig twitter share igshid 82y60j3262w2,0
2 Killed in Southern California Fire That’s Doubled in Size https://go.fox40.com/2AZr1xv,FOX40,Sat Nov 10 20:55:09 +0000 2018,,2 killed in southern california fire that s doubled in size http go fox40 com 2azr1xv,0
Hiked into Griffith Park last night to get a look at the fires. Wasn't prepared for what I saw. Basically Mordor behind Mt. Lee. #woolseyfire #hillfire #wildfires #californiafires… https://www.instagram.com/p/BqA5HRMHYKe/?utm_source=ig_twitter_share&igshid=rdeqk4bhn55z …,MichaelZigmund,Sat Nov 10 20:54:00 +0000 2018,#woolseyfire #hillfire #wildfires #californiafires,hiked into griffith park last night to get a look at the fire wasn t prepared for what i saw basically mordor behind mt lee #woolseyfire #hillfire #wildfires #californiafires http www instagram com p bqa5hrmhyke utm source ig twitter share igshid rdeqk4bhn55z,0
